Cost Comparison of On-Prem IT vs. Public Cloud for Google Demo Customer
,
Applied Filters
None
,
Additional Settings
Public Clouds Included,GCVE
Compare On-Prem IT as Configured to GCVE including only powered on VMs with rightsizing,No
,
On-Prem IT Cloud Simulator Settings
Physical Host System Cost,"$8,000"
Hardware/ Software Depreciation Term,5 years
Shared Storage Cost/ GB,$6.00
Average Host RAM Cost/ GB,$24.00
vSphere Support,Production
Hypervisor/ELA Discount,15%
Annual License Cost/ VM,$350
Annual License Cost/ Host,"$12,000"
Environmental Costs Excluded,No
Average Watts/ Host,"430"
Cost/ kWh Electricity,$0.105
Cooling to Power Ratio,"1.8"
,
Google Cloud VMware Engine Simulator Settings
Maximum CPU Oversubscription,Optimal - Hosts by CPU Demand
Dedupe / Compression Ratio,3:1
Storage Faults To Tolerate (FTT) / RAID,FTT 1 (Raid 1)
Allow VMware Horizon,Yes
GCP Location,Los Angeles (us-west2)
Term Length,3 Years
Secondary Storage Type,Google Cloud Storage
Secondary Storage Size (GB),"1,024 GB"
,
Rightsizing Criteria
Instance Rightsizing,
Rightsize VMs using,99th %-ile vCPU and Peak vRAM Usage
Additional vCPU Headroom,0%
Do not resize below CPU and Memory reservations,No
,
Cluster Rightsizing,
Additional vCPU Headroom,Current vCPU Peak Demand
Additional vRAM Headroom,Current vRAM Peak Usage
Additional Storage Headroom,Current Storage Configured
,
Other Rightsizing,
Rightsize VMs using,99th %-ile vCPU and Peak vRAM Usage
Do not resize below CPU and Memory reservations,No
Extra vCPU Headroom,0%
Extra vRAM Headroom,0%
Extra Storage (GB),"0"
,
Summary Table Data,
Cloud,Total VMs,Supported VMs,Cost of On Prem-IT Portion as Configured,Average Cost /VM for On Prem-IT Portion as Configured,Cost of Public Cloud Portion as Configured,Average Cost /VM for Public Cloud Portion as Configured,Total Cost as Configured,Overall Average Cost /VM as Configured,Cost of On Prem-IT Portion Rightsized,Average Cost /VM for On Prem-IT Portion Rightsized,Cost of Public Cloud Portion Rightsized,Average Cost /VM for Public Cloud Portion Rightsized,Total Cost Rightsized,Overall Average Cost /VM Rightsized
On-Prem IT,629,629,1117796,1777,0,0,1117796,1777,1114265,1771,0,0,1114265,1771
GCVE,629,629,0,0,948990,1508,948990,1508,0,0,948990,1508,948990,1508
,
Table Data
VM Name,Tags,VM State,Guest OS,On-Prem IT VM Cost /Year ($),On-Prem IT Adjusted Consumed VM Cost / Year ($),On-Prem IT VM Cost /Year As Configured ($),On-Prem IT VM Cost /Year Rightsized ($),Google Cloud VMware Engine As Configured ($),Google Cloud VMware Engine Rightsized ($),vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-826262,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2207,2207,2207,2207,Supported,Supported,4,,,,8.00,,,,,,435.00,demo.google.com,Cluster-c472963
VM-1594097,PoweredOn,Powered On,Ubuntu Linux (64-bit),1248,1240,1248,1240,Supported,Supported,2,57,25,21,2.00,100,1750,632,1281,3027,160.00,demo.google.com,Cluster-c473761
VM-414310_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-3165924,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,1300,1300,1300,Supported,Supported,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-113492,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),873,873,873,873,Supported,Supported,1,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c472963
VM-515883_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,1077,1077,1077,Supported,Supported,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3300386,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,742,743,742,Supported,Supported,1,23,13,12,3.00,83,277,262,15,277,12.50,demo.google.com,Cluster-c473761
VM-2998594,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),3810,3810,3810,3810,Supported,Supported,8,,,,8.00,,,,,,900.00,demo.google.com,Cluster-c473761
VM-2164330,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3569,3569,3569,3569,Supported,Supported,4,,,,64.00,,,,,,801.00,demo.google.com,Cluster-c862031
VM-1053702,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1237,1237,1237,1237,Supported,Supported,2,,,,12.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-692065,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1177,1169,1177,1169,Supported,Supported,6,100,78,63,16.00,100,2103,1866,783,1053,120.00,demo.google.com,Cluster-c473761
VM-3298301,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),999,991,999,991,Supported,Supported,2,82,13,9,4.00,100,1412,1397,364,392,85.00,demo.google.com,Cluster-c473761
VM-122617,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),956,898,956,898,Supported,Supported,8,37,11,4,8.00,100,995,707,990,879,55.00,demo.google.com,Cluster-c473761
VM-1958955,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1247,1247,1247,1247,Supported,Supported,4,,,,8.00,,,,,,151.00,demo.google.com,Cluster-c473761
VM-2502780,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),813,813,813,813,Supported,Supported,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-515885,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,1077,1077,1077,Supported,Supported,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-3166090,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,1267,1300,1267,Supported,Supported,12,100,66,46,56.00,100,1917,1080,1916,2293,115.00,demo.google.com,Cluster-c473761
VM-2383897,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1078,1078,1078,1078,Supported,Supported,4,,,,8.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-414310,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c862031
VM-1991508,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,1203,1228,1203,Supported,Supported,4,63,22,6,16.00,100,2324,2321,1384,1134,140.00,demo.google.com,Cluster-c473761
VM-122659,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2081,2081,2081,2081,Supported,Supported,2,,,,12.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-3298359,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1067,1018,1067,1018,Supported,Supported,8,35,17,8,4.00,100,3583,1452,3041,2028,90.50,demo.google.com,Cluster-c473761
VM-842568,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1147,1147,1147,1147,Supported,Supported,4,,,,10.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-892358,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1349,1349,1349,1349,Supported,Supported,6,,,,32.00,,,,,,160.00,demo.google.com,Cluster-c344303
VM-1721307,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),940,940,940,940,Supported,Supported,4,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2186373,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),1111,1094,1111,1094,Supported,Supported,4,56,33,30,24.00,98,16,0,16,951,100.00,demo.google.com,Cluster-c473761
VM-2183587,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1059,1059,1059,1059,Supported,Supported,2,100,75,51,8.00,100,1689,1632,1059,1949,100.00,demo.google.com,Cluster-c473761
VM-1238299,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),982,982,982,982,Supported,Supported,1,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1464285,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),876,876,876,876,Supported,Supported,2,,,,2.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-1240930,PoweredOn,Powered Off,FreeBSD (64-bit),775,775,775,775,Supported,Supported,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c862031
VM-2752133,PoweredOn,Powered Off,Ubuntu Linux (64-bit),778,778,778,778,Supported,Supported,2,,,,4.00,,,,,,19.53,demo.google.com,Cluster-c473761
VM-1714904,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,982,982,982,Supported,Supported,1,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-123048,PoweredOn,Powered Off,Microsoft Windows Server 2008 (64-bit),1737,1737,1737,1737,Supported,Supported,4,,,,32.00,,,,,,280.00,demo.google.com,Cluster-c473761
VM-606042,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1096,1096,1096,1096,Supported,Supported,4,,,,16.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-2186374,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),1111,1085,1111,1085,Supported,Supported,4,17,4,3,24.00,97,16,0,16,1231,100.00,demo.google.com,Cluster-c473761
VM-2058801,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),1078,1078,1078,1078,Supported,Supported,4,,,,8.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-122716,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1439,1406,1439,1406,Supported,Supported,6,53,19,4,12.00,100,1588,1346,1064,1665,200.00,demo.google.com,Cluster-c473761
VM-1053694,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2436,2436,2436,2436,Supported,Supported,2,,,,18.00,,,,,,501.00,demo.google.com,Cluster-c473761
VM-122359,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1093,1093,1093,1093,Supported,Supported,2,,,,8.00,,,,,,110.00,demo.google.com,Cluster-c473761
VM-2659409,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1194,1194,1194,1194,Supported,Supported,2,81,60,51,8.00,100,229,9,229,2777,140.00,demo.google.com,Cluster-c473761
VM-212149,PoweredOn,Powered On,Ubuntu Linux (64-bit),998,972,998,972,Supported,Supported,4,27,4,3,4.00,80,833,833,21,4480,80.00,demo.google.com,Cluster-c473761
VM-857193,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),14540,14540,14540,14540,Supported,Supported,2,,,,8.00,,,,,,4090.48,demo.google.com,Cluster-c473761
VM-29663,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-140371,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1244,1244,1244,1244,Supported,Supported,4,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2791618,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1819,1819,1819,1819,Supported,Supported,4,,,,16.00,,,,,,315.00,demo.google.com,Cluster-c344303
VM-109678,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1059,1059,1059,1059,Supported,Supported,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3167564,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-2539196,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),9004,9004,9004,9004,Supported,Supported,8,,,,64.00,,,,,,2400.00,demo.google.com,Cluster-c473761
VM-1043050,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-2753857_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,1007,1007,1007,Supported,Supported,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-2521655,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),930,873,930,873,Supported,Supported,8,15,4,1,4.00,100,495,482,104,1756,50.00,demo.google.com,Cluster-c473761
VM-491139,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),939,881,939,881,Supported,Supported,8,37,11,5,8.00,100,847,613,843,1301,50.00,demo.google.com,Cluster-c473761
VM-123050,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1354,1354,1354,1354,Supported,Supported,1,,,,8.00,,,,,,190.00,demo.google.com,Cluster-c473761
VM-2164267,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1074,1074,1074,1074,Supported,Supported,4,,,,8.00,,,,,,99.87,demo.google.com,Cluster-c862031
VM-2753859,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,1007,1007,1007,Supported,Supported,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-122300,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1980,1980,1980,1980,Supported,Supported,2,,,,12.00,,,,,,370.00,demo.google.com,Cluster-c473761
VM-603021,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1108,1108,1108,1108,Supported,Supported,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-3298352,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),939,885,939,885,Supported,Supported,8,52,24,19,8.00,72,1382,1325,1324,1562,50.00,demo.google.com,Cluster-c473761
VM-188810,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1416,1416,1416,1416,Supported,Supported,4,,,,8.00,,,,,,201.00,demo.google.com,Cluster-c473761
VM-122655,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2003 (64-bit),731,731,731,731,Supported,Supported,1,,,,1.00,,,,,,10.00,demo.google.com,Cluster-c473761
VM-2235405,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),906,906,906,906,Supported,Supported,4,,,,8.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-134599,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),834,834,834,834,Supported,Supported,1,,,,2.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-316838,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,704,704,704,Supported,Supported,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-2444132,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-1764253,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1096,1096,1096,1096,Supported,Supported,4,,,,16.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-651445,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),969,969,969,969,Supported,Supported,1,,,,2.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1084859,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1804,1755,1804,1755,Supported,Supported,8,100,14,4,32.00,100,6785,6772,361,1137,290.00,demo.google.com,Cluster-c473761
VM-163500,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1415,1415,1415,1415,Supported,Supported,2,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-3300877,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2150,2150,2150,2150,Supported,Supported,8,,,,8.00,,,,,,408.38,demo.google.com,Cluster-c473761
VM-3004731,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1533,1418,1533,1418,Supported,Supported,16,48,9,5,16.00,100,956,956,914,1912,201.00,demo.google.com,Cluster-c473761
VM-3188801,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),872,847,872,847,Supported,Supported,4,82,8,7,8.00,100,1332,1286,110,2459,40.00,demo.google.com,Cluster-c473761
VM-125422,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1062,1062,1062,1062,Supported,Supported,2,100,60,3,8.00,100,653,434,653,716,101.00,demo.google.com,Cluster-c473761
VM-841035,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8747,8747,8747,8747,Supported,Supported,2,,,,15.99,,,,,,2370.50,demo.google.com,Cluster-c473761
VM-1043082,PoweredOn;PowerOn/Win2008R2,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2737,2720,2737,2720,Supported,Supported,8,100,69,55,26.00,100,2263,2085,1156,2661,570.00,demo.google.com,Cluster-c473761
VM-3300551,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),4122,4121,4122,4121,Supported,Supported,1,100,97,71,3.00,86,975,810,586,344,1012.53,demo.google.com,Cluster-c473761
VM-2186160,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),940,940,940,940,Supported,Supported,4,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-383335,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1278,1278,1278,1278,Supported,Supported,4,,,,8.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-1800798,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2644041,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1549,1508,1549,1508,Supported,Supported,8,85,26,17,24.00,100,3297,2283,3297,1689,220.00,demo.google.com,Cluster-c473761
VM-1991523,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1514,1498,1514,1498,Supported,Supported,4,100,28,16,8.00,100,2741,2733,1426,2439,230.00,demo.google.com,Cluster-c473761
VM-113687,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1315,1315,1315,1315,Supported,Supported,2,,,,2.00,,,,,,180.00,demo.google.com,Cluster-c344303
VM-127072,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1109,1109,1109,1109,Supported,Supported,4,,,,8.00,,,,,,110.00,demo.google.com,Cluster-c473761
VM-1220472,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-122309,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1076,1076,1076,1076,Supported,Supported,6,,,,16.00,,,,,,90.00,demo.google.com,Cluster-c473761
VM-515883,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,1077,1077,1077,Supported,Supported,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-306002,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1464,1464,1464,1464,Supported,Supported,8,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-288636,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1247,1247,1247,1247,Supported,Supported,4,,,,8.00,,,,,,151.00,demo.google.com,Cluster-c473761
VM-3296345,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1246,1246,1246,1246,Supported,Supported,2,100,75,50,16.00,100,1748,1747,940,739,150.00,demo.google.com,Cluster-c473761
VM-1543064,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),702,702,702,702,Supported,Supported,1,,,,0.25,,,,,,2.00,demo.google.com,Cluster-c862031
VM-454929,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,1050,1050,1050,Supported,Supported,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1518278,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),922,861,922,861,Supported,Supported,8,31,10,5,8.00,78,107,104,52,2208,45.00,demo.google.com,Cluster-c473761
VM-427167,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,982,982,982,Supported,Supported,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-718579,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1672,1672,1672,1672,Supported,Supported,8,,,,32.00,,,,,,251.00,demo.google.com,Cluster-c473761
VM-2600452,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1295,1295,1295,1295,Supported,Supported,24,,,,32.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-466101,PoweredOn,Powered Off,FreeBSD (64-bit),775,775,775,775,Supported,Supported,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-641245,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1074,1074,1074,1074,Supported,Supported,4,,,,8.00,,,,,,99.87,demo.google.com,Cluster-c473761
VM-122980,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),802,802,802,802,Supported,Supported,1,,,,3.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-122651,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),1219,1211,1219,1211,Supported,Supported,2,100,25,10,4.00,100,1366,1361,1112,1113,150.00,demo.google.com,Cluster-c473761
VM-160783,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1244,1219,1244,1219,Supported,Supported,4,50,22,3,8.00,100,635,451,629,3619,150.00,demo.google.com,Cluster-c473761
VM-1145593,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1197,1197,1197,1197,Supported,Supported,6,,,,10.00,,,,,,130.00,demo.google.com,Cluster-c472963
VM-3296907,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),890,881,890,881,Supported,Supported,2,97,49,2,8.00,98,985,848,980,1472,50.00,demo.google.com,Cluster-c473761
VM-454931,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,1050,1050,1050,Supported,Supported,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1972858,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),890,865,890,865,Supported,Supported,4,100,4,2,16.00,100,999,963,823,1177,40.00,demo.google.com,Cluster-c473761
VM-1295378_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1811,1811,1811,1811,Supported,Supported,2,,,,12.00,,,,,,320.00,demo.google.com,Cluster-c472963
VM-775041,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1108,1108,1108,1108,Supported,Supported,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c472963
VM-729998,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1479,1421,1479,1421,Supported,Supported,8,27,10,3,8.00,100,894,434,890,306,210.00,demo.google.com,Cluster-c472963
VM-3053071,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1595,1595,1595,1595,Supported,Supported,4,,,,8.00,,,,,,254.00,demo.google.com,Cluster-c473761
VM-3166088,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,1300,1300,1300,Supported,Supported,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-123047,PoweredOn,Powered Off,Microsoft Windows Server 2008 (64-bit),2701,2701,2701,2701,Supported,Supported,2,,,,32.00,,,,,,570.00,demo.google.com,Cluster-c473761
VM-444,PoweredOn,Powered Off,Microsoft Windows Server 2003 Standard (32-bit),1785,1785,1785,1785,Supported,Supported,1,,,,4.00,,,,,,320.00,demo.google.com,Cluster-c473761
VM-3298938,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1077,1061,1077,1061,Supported,Supported,4,70,31,7,8.00,100,1903,1613,1899,291,100.50,demo.google.com,Cluster-c473761
VM-123052,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1937,1937,1937,1937,Supported,Supported,2,,,,8.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-1540025,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),17737,17737,17737,17737,Supported,Supported,4,,,,64.00,,,,,,4995.00,demo.google.com,Cluster-c862031
VM-2859256,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,902,902,902,Supported,Supported,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c344303
VM-1385264,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4320,4320,4320,4320,Supported,Supported,2,,,,16.00,,,,,,1060.00,demo.google.com,Cluster-c473761
VM-3297554,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,743,743,743,Supported,Supported,1,100,82,4,3.00,98,1948,1948,6,849,12.50,demo.google.com,Cluster-c473761
VM-2471959,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1016,1016,1016,1016,Supported,Supported,4,,,,12.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-641234,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),11970,11970,11970,11970,Supported,Supported,4,,,,32.00,,,,,,3309.00,demo.google.com,Cluster-c473761
VM-1308495,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),913,913,913,913,Supported,Supported,8,,,,4.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-1233262,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),813,813,813,813,Supported,Supported,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2635118,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),813,813,813,813,Supported,Supported,2,88,63,40,4.00,100,57,7,52,209,30.00,demo.google.com,Cluster-c344303
VM-3292745,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),896,872,896,872,Supported,Supported,4,100,17,10,4.00,100,1846,1817,791,9307,49.87,demo.google.com,Cluster-c473761
VM-3054687,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1059,1050,1059,1050,Supported,Supported,2,100,25,3,8.00,100,2144,1646,2038,1610,100.00,demo.google.com,Cluster-c473761
VM-2462345,PoweredOn,Powered Off,Red Hat Enterprise Linux 7 (64-bit),2410,2410,2410,2410,Supported,Supported,2,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c473761
VM-454918,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,1007,1007,1007,Supported,Supported,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1429567,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1791,1791,1791,1791,Supported,Supported,10,100,100,100,64.00,100,11494,11065,5367,102,260.00,demo.google.com,Cluster-c344303
