Google Cloud VMware Engine Simulator for Google Demo Customer
,
Applied Filters
vCenter,demo.google.com
Datacenter,Datacenter-2
VM Support Filter,All Supported VMs
,
Card Settings
Maximum CPU Oversubscription,Optimal - Hosts by CPU Demand
Dedupe / Compression Ratio,3:1
Storage Faults To Tolerate (FTT) / RAID,FTT 1 (Raid 1)
Allow VMware Horizon,Yes
GCP Location,Los Angeles (us-west2)
Term Length,3 Years
Secondary Storage Type,Google Cloud Storage
Secondary Storage Size (GB),"1,024 GB"
,
Rightsizing Criteria
Additional vCPU Headroom,Current vCPU Peak Demand
Additional vRAM Headroom,Current vRAM Peak Usage
Additional vSAN Storage Headroom,Current vSAN Storage Configured
,
Annual GCVE Cost,$948990
,
Cloud Environment Recommendation
Hosts,"19"
Host Type,ve1-standard-72
Host Placement,
Cluster #1,16 Hosts
Cluster #2,3 Hosts
,
Table Data
VM Name,Tags,VM State,Guest OS,vCPU,Cores per Socket,vCPU Peak Demand (GHz),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vDisk Used (GB),Additional Storage (GB),Snapshots,Datastores,Networks,GCP Cluster,GCP VPC,vCenter Name,Cluster Name
VM-1385265,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),16,4,,64.00,,,,,,250.00,216.34,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1399120,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,8,3.56,8.00,88,49,15,47,1940,45.00,26.84,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1399121,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,8,6.51,8.00,100,105,103,46,3708,45.00,27.24,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1399122,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,8,6.48,8.00,82,786,771,136,2316,45.00,27.72,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-140368,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,8,,10.00,,,,,,100.00,95.70,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-140371,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,150.00,149.93,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1406570,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,8.00,,,,,,45.00,27.17,0.00,0,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1406658,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,8.00,,,,,,45.00,27.35,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1428099,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),10,2,,36.00,,,,,,100.00,97.26,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-1429567,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),10,5,29.11,64.00,100,11494,11065,5367,102,260.00,193.13,0.00,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1432840,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,0.25,,,,,,2.00,1.53,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1451056,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1,1,,1.00,,,,,,0.10,0.00,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1454037,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1,1,,2.00,,,,,,8.00,4.56,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1454057,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),2,2,0.53,8.00,98,15,2,15,81,60.00,12.29,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1454238,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1,1,,2.00,,,,,,20.00,1.25,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1454305,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),2,2,2.37,8.00,94,272,262,16,65,60.00,7.19,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1454306,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),2,2,0.59,8.00,95,9,4,9,105,60.00,6.88,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1454307,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),2,2,0.36,8.00,23,8,0,8,73,60.00,5.27,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1454310,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),2,2,2.25,8.00,22,8,0,8,40,60.00,5.44,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1455663,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,40.00,,,,,,200.00,191.33,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1455665,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),10,2,,96.00,,,,,,701.00,705.86,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1464285,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,2.00,,,,,,50.00,31.74,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1471027,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,100.00,98.58,0.00,0,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1481532,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,1000.00,1003.50,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1485235,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,40.00,,,,,,200.00,221.23,0.00,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-1486025,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,2,11.27,16.00,100,1438,1395,1405,1774,100.00,95.92,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1493143,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,499.87,264.72,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1495798,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),4,2,7.19,16.00,100,1360,609,1360,1427,100.00,164.93,0.00,1,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1495799,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,2,6.89,8.00,100,926,508,811,1093,401.00,400.46,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1515093,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,8.00,,,,,,301.00,194.35,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1518278,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,4,6.34,8.00,78,107,104,52,2208,45.00,26.67,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-15196,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.94,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1526576,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,50.00,30.56,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1540021,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,76.00,,,,,,2430.00,1830.13,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1540023,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,16.00,,,,,,1430.00,1148.37,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1540025,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,64.00,,,,,,4995.00,4992.62,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1543064,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,0.25,,,,,,2.00,1.60,,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1545961,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,60.00,59.27,0.00,0,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1551662,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,100.00,50.14,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-603021_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,2,,8.00,,,,,,100.00,88.44,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-414310_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,50.00,43.97,,5,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-515887_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,4.00,,,,,,100.00,96.74,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-515886_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,100.00,90.74,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-603018_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,2,,8.00,,,,,,100.00,88.37,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-515888_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,4.00,,,,,,60.00,56.24,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1205705_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,60.00,44.39,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-515883_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,100.00,81.18,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-475540_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,60.00,53.85,,3,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-446044_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,60.00,64.15,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-473751_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,250.00,221.53,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1590939,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,0.56,4.00,100,57,9,50,423,60.00,25.90,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1590940,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,0.58,4.00,100,57,9,52,1499,60.00,25.84,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1594097,PoweredOn,Powered On,Ubuntu Linux (64-bit),2,2,2.73,2.00,100,1750,632,1281,3027,160.00,132.37,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-160780,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,8.00,,,,,,100.00,80.57,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-160783,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4,4,3.89,8.00,100,635,451,629,3619,150.00,149.96,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1630754,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,60.00,59.57,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-163498,PoweredOn,Powered Off,Microsoft Windows Server 2008 (32-bit),2,2,,4.00,,,,,,1001.00,894.90,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-163500,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,200.00,192.06,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1641542,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,6.00,,,,,,70.00,37.66,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1647888,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,2,,32.00,,,,,,91.00,90.52,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1659314,PoweredOn,Powered Off,Oracle Solaris 10 (64-bit),2,1,,2.00,,,,,,20.00,7.22,0.00,0,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-167581,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,22.00,,,,,,250.00,250.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-167582,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),10,5,,40.00,,,,,,1250.00,1250.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-169416,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),3,3,8.65,6.00,100,2550,2526,968,2633,120.00,119.92,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1699163,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,30.00,29.89,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1699960,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,2251.00,2250.38,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1714904,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,8.00,,,,,,80.00,30.12,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1721307,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,60.00,40.07,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1721309,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,30.00,29.97,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1721311,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,200.00,178.85,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1721460,PoweredOn,Powered Off,Ubuntu Linux (64-bit),1,1,,4.00,,,,,,300.00,26.64,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1726022,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,8.00,,,,,,30.00,29.55,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1746557,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,50.00,45.54,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1746558,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,89.78,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-175067,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,22.00,,,,,,400.00,400.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-1764253,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,101.00,96.48,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1764255,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,94.97,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-177781,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),6,6,16.77,32.00,100,1439,1431,1423,1398,1850.00,1255.00,0.00,0,1,5,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1780934,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),12,4,,24.00,,,,,,380.00,363.24,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-1780998,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,101.00,85.99,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1780999,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,89.68,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1787982,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,8.00,,,,,,50.00,30.28,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1791440,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,8.00,,,,,,50.00,29.80,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1800797,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,101.00,101.62,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1800798,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,100.00,94.42,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1817265,PoweredOn,Powered Off,Oracle Solaris 10 (64-bit),2,1,,2.00,,,,,,20.00,7.77,0.00,0,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1818686,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,2,6.77,8.00,75,172,170,54,1726,50.00,29.49,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1818689,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,2,8.65,8.00,80,541,540,52,2526,50.00,29.09,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1818776,"",Powered Off,Oracle Solaris 10 (64-bit),2,1,,2.00,,,,,,20.00,7.64,0.00,0,1,3,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-1820913,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,500.00,499.44,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1820994,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,16.00,,,,,,200.00,199.93,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1821086,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,250.00,245.75,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1827613,PoweredOn,Powered Off,Other Linux (64-bit),4,1,,8.00,,,,,,1024.00,111.26,,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-182879,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,2,,8.00,,,,,,100.00,87.18,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1831092,"",Powered Off,Oracle Solaris 10 (64-bit),2,1,,2.00,,,,,,20.00,3.71,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1831094,PoweredOn,Powered Off,Oracle Solaris 10 (64-bit),2,1,,2.00,,,,,,20.00,4.17,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-183410,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,10.00,,,,,,300.00,301.52,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1851743,PoweredOn,Powered Off,Other Linux (64-bit),4,1,,8.00,,,,,,1024.00,111.73,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-186812,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),3,1,,10.00,,,,,,141.00,128.50,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-122719_replica,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,1,,22.00,,,,,,290.00,265.79,,2,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1880064,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,7.87,8.00,100,923,778,918,324,60.00,60.00,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-1881713,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 Standard (32-bit),2,2,5.84,4.00,100,774,620,747,1226,75.01,59.52,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-188809,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4,2,6.52,8.00,100,804,342,760,731,100.00,82.34,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-188810,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,201.00,179.33,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1906061,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,20.00,,,,,,351.00,353.56,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1906064,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,20.00,,,,,,90.00,62.21,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1912494,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),6,6,16.95,32.00,100,5848,5464,4347,1810,2100.00,2014.27,0.00,1,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1912506,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,8.00,,,,,,200.00,195.55,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1912517,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1,1,,2.00,,,,,,35.00,34.04,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1912518,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1,1,,2.00,,,,,,35.00,32.81,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1912536,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),6,2,16.29,8.00,100,2899,2898,2056,3275,320.00,309.20,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1912506_replica,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,8.00,,,,,,510.00,314.19,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-1084859_replica,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,,32.00,,,,,,290.00,246.97,,3,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1721311_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,200.00,188.63,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1938831,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,5.80,12.00,100,2682,2207,1434,5506,120.00,68.57,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1958955,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,151.00,149.63,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1961695,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),12,4,,24.00,,,,,,380.00,363.24,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c472963
VM-1962736,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,2,,40.00,,,,,,260.00,241.15,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1962747,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,1,,40.00,,,,,,160.00,159.21,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1962761,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,1,,40.00,,,,,,160.00,157.26,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1962777,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),3,3,,20.00,,,,,,160.00,159.21,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-196663,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),2,2,0.96,2.00,100,410,362,125,153,1470.00,1445.98,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-1972858,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,2,11.49,16.00,100,999,963,823,1177,40.00,38.20,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991508,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,5.09,16.00,100,2324,2321,1384,1134,140.00,107.04,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991514,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,10.64,16.00,100,3006,2583,1237,1020,140.00,115.98,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991518,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,10.56,16.00,100,3530,1893,3060,4834,140.00,105.26,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991523,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,9.70,8.00,100,2741,2733,1426,2439,230.00,160.02,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-1991539,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,10.27,16.00,100,3529,3514,1254,5467,180.00,156.67,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
