GCP Cloud Simulator for Google Demo Customer
,
Applied Filters
vCenter,demo.google.com
Datacenter,Datacenter-2
VM Match Filter,All Matched VMs
,
Card Settings
GCP Location,Iowa (us-central1)
Storage Type,Zonal
Storage Media,Optimal
Instance CPU,Intel Based
Match to standard instances only,No
Exclude E2 instances,No
Consider GPUs when,GPUs Already in Place
Match to GPUs providing,Best Performance
Include Sole Tenant Nodes,Yes
Allow Oversubscription,Yes
BYO Microsoft Licenses,Yes
Exclude Live Migration Nodes,No
Allow Desktop OS/MSDN,No
Term Length,3 Years
Instance Class,Regular
BYO Linux Licenses,Yes
,
Rightsizing Criteria
Rightsize VMs using,VM as Configured
,
Table Data
VM Name,Tags,VM State,Guest OS,VM Cost / Year ($),Instance Cost Portion ($),Sole Tenant Node Cost Portion ($),GPU Cost Portion ($),OS Cost Portion ($),Storage Cost Portion ($),Instance,Instance vCPU,Instance vRAM (GB),Sole Tenant Node,GCP GPU,Storage Media,vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-2677744,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1401,0,1387,0,0,14,n1-custom,8,16.00," Node #10",0,HDD,8,,,,16.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-826262,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,0,693,0,0,209,n1-custom,4,8.00," Node #6",0,HDD,4,,,,8.00,,,,,,435.00,demo.google.com,Cluster-c472963
VM-1594097,PoweredOn,Powered On,Ubuntu Linux (64-bit),458,132,0,0,0,326,e2-medium,1,4.00,,0,SSD,2,57,25,21,2.00,100,1750,632,1281,3027,160.00,demo.google.com,Cluster-c473761
VM-414310_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #12",0,HDD,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-3165924,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3090,0,3035,0,0,55,n1-custom,12,56.00," Node #6",0,HDD,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-113492,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #11",0,HDD,1,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c472963
VM-515883_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),753,0,705,0,0,48,n1-custom,2,16.00," Node #9",0,HDD,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3300386,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),158,132,0,0,0,26,e2-medium,1,4.00,,0,SSD,1,23,13,12,3.00,83,277,262,15,277,12.50,demo.google.com,Cluster-c473761
VM-2998594,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1580,0,1148,0,0,432,n1-custom,8,8.00," Node #3",0,HDD,8,,,,8.00,,,,,,900.00,demo.google.com,Cluster-c473761
VM-2164330,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2749,0,2365,0,0,384,n1-custom,4,64.00," Node #11",0,HDD,4,,,,64.00,,,,,,801.00,demo.google.com,Cluster-c862031
VM-1053702,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),657,0,585,0,0,72,n1-custom,2,12.00," Node #12",0,HDD,2,,,,12.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-692065,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1404,0,1159,0,0,245,n1-custom,6,16.00," Node #8",0,SSD,6,100,78,63,16.00,100,2103,1866,783,1053,120.00,demo.google.com,Cluster-c473761
VM-3298301,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),520,0,347,0,0,173,n1-custom,2,4.00," Node #2",0,SSD,2,82,13,9,4.00,100,1412,1397,364,392,85.00,demo.google.com,Cluster-c473761
VM-122617,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1260,0,1148,0,0,112,n1-custom,8,8.00," Node #4",0,SSD,8,37,11,4,8.00,100,995,707,990,879,55.00,demo.google.com,Cluster-c473761
VM-1958955,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),765,0,693,0,0,72,n1-custom,4,8.00," Node #1",0,HDD,4,,,,8.00,,,,,,151.00,demo.google.com,Cluster-c473761
VM-2502780,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),361,0,347,0,0,14,n1-custom,2,4.00," Node #3",0,HDD,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-515885,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),753,0,705,0,0,48,n1-custom,2,16.00," Node #3",0,HDD,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-3166090,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),3270,0,3035,0,0,235,n1-custom,12,56.00," Node #4",0,SSD,12,100,66,46,56.00,100,1917,1080,1916,2293,115.00,demo.google.com,Cluster-c473761
VM-2383897,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #2",0,HDD,4,,,,8.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-414310,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #1",0,HDD,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c862031
VM-1991508,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1218,0,932,0,0,286,n1-custom,4,16.00," Node #4",0,SSD,4,63,22,6,16.00,100,2324,2321,1384,1134,140.00,demo.google.com,Cluster-c473761
VM-122659,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),777,0,585,0,0,192,n1-custom,2,12.00," Node #11",0,HDD,2,,,,12.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-3298359,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1311,0,1126,0,0,185,n1-custom,8,7.25," Node #2",0,SSD,8,35,17,8,4.00,100,3583,1452,3041,2028,90.50,demo.google.com,Cluster-c473761
VM-842568,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),811,0,753,0,0,58,n1-custom,4,10.00," Node #8",0,HDD,4,,,,10.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-892358,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1714,0,1637,0,0,77,n1-custom,6,32.00," Node #5",0,HDD,6,,,,32.00,,,,,,160.00,demo.google.com,Cluster-c344303
VM-1721307,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),722,0,693,0,0,29,n1-custom,4,8.00," Node #5",0,HDD,4,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2186373,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),669,621,0,0,0,48,e2-custom,4,24.00,,0,HDD,4,56,33,30,24.00,98,16,0,16,951,100.00,demo.google.com,Cluster-c473761
VM-2183587,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),670,0,466,0,0,204,n1-custom,2,8.00," Node #7",0,SSD,2,100,75,51,8.00,100,1689,1632,1059,1949,100.00,demo.google.com,Cluster-c473761
VM-1238299,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),302,264,0,0,0,38,e2-standard-2,2,8.00,,0,HDD,1,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1464285,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),311,0,287,0,0,24,n1-custom,2,2.00," Node #2",0,HDD,2,,,,2.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-1240930,PoweredOn,Powered Off,FreeBSD (64-bit),205,195,0,0,0,10,e2-highcpu-2,2,2.00,,0,HDD,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c862031
VM-2752133,PoweredOn,Powered Off,Ubuntu Linux (64-bit),227,218,0,0,0,9,e2-custom,2,4.00,,0,HDD,2,,,,4.00,,,,,,19.53,demo.google.com,Cluster-c473761
VM-1714904,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),504,0,466,0,0,38,n1-custom,2,8.00," Node #13",0,HDD,1,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c344303
VM-123048,PoweredOn,Powered Off,Microsoft Windows Server 2008 (64-bit),1544,0,1410,0,0,134,n1-custom,4,32.00," Node #3",0,HDD,4,,,,32.00,,,,,,280.00,demo.google.com,Cluster-c473761
VM-606042,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),980,0,932,0,0,48,n1-custom,4,16.00," Node #1",0,HDD,4,,,,16.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-2186374,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),669,621,0,0,0,48,e2-custom,4,24.00,,0,HDD,4,17,4,3,24.00,97,16,0,16,1231,100.00,demo.google.com,Cluster-c473761
VM-2058801,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #10",0,HDD,4,,,,8.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-122716,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1448,0,1040,0,0,408,n1-custom,6,12.00," Node #6",0,SSD,6,53,19,4,12.00,100,1588,1346,1064,1665,200.00,demo.google.com,Cluster-c473761
VM-1053694,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1005,0,765,0,0,240,n1-custom,2,18.00," Node #11",0,HDD,2,,,,18.00,,,,,,501.00,demo.google.com,Cluster-c473761
VM-122359,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),519,0,466,0,0,53,n1-custom,2,8.00," Node #9",0,HDD,2,,,,8.00,,,,,,110.00,demo.google.com,Cluster-c473761
VM-2659409,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),752,0,466,0,0,286,n1-custom,2,8.00," Node #8",0,SSD,2,81,60,51,8.00,100,229,9,229,2777,140.00,demo.google.com,Cluster-c473761
VM-212149,PoweredOn,Powered On,Ubuntu Linux (64-bit),553,390,0,0,0,163,e2-highcpu-4,4,4.00,,0,SSD,4,27,4,3,4.00,80,833,833,21,4480,80.00,demo.google.com,Cluster-c473761
VM-857193,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2429,0,466,0,0,1963,n1-custom,2,8.00," Node #13",0,HDD,2,,,,8.00,,,,,,4090.48,demo.google.com,Cluster-c473761
VM-29663,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-140371,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),765,0,693,0,0,72,n1-custom,4,8.00," Node #12",0,HDD,4,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2791618,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1083,0,932,0,0,151,n1-custom,4,16.00," Node #11",0,HDD,4,,,,16.00,,,,,,315.00,demo.google.com,Cluster-c344303
VM-109678,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),514,0,466,0,0,48,n1-custom,2,8.00," Node #11",0,HDD,2,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3167564,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-2539196,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3972,0,2820,0,0,1152,n1-custom,8,64.00," Node #13",0,HDD,8,,,,64.00,,,,,,2400.00,demo.google.com,Cluster-c473761
VM-1043050,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-2753857_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),731,0,693,0,0,38,n1-custom,4,8.00," Node #6",0,HDD,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-2521655,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1228,0,1126,0,0,102,n1-custom,8,7.25," Node #5",0,SSD,8,15,4,1,4.00,100,495,482,104,1756,50.00,demo.google.com,Cluster-c473761
VM-491139,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1250,0,1148,0,0,102,n1-custom,8,8.00," Node #3",0,SSD,8,37,11,5,8.00,100,847,613,843,1301,50.00,demo.google.com,Cluster-c473761
VM-123050,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),557,0,466,0,0,91,n1-custom,2,8.00," Node #12",0,HDD,1,,,,8.00,,,,,,190.00,demo.google.com,Cluster-c473761
VM-2164267,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #4",0,HDD,4,,,,8.00,,,,,,99.87,demo.google.com,Cluster-c862031
VM-2753859,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),731,0,693,0,0,38,n1-custom,4,8.00," Node #1",0,HDD,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-122300,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),763,0,585,0,0,178,n1-custom,2,12.00," Node #5",0,HDD,2,,,,12.00,,,,,,370.00,demo.google.com,Cluster-c473761
VM-603021,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1196,0,1148,0,0,48,n1-custom,8,8.00," Node #2",0,HDD,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-3298352,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1250,0,1148,0,0,102,n1-custom,8,8.00," Node #11",0,SSD,8,52,24,19,8.00,72,1382,1325,1324,1562,50.00,demo.google.com,Cluster-c473761
VM-188810,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),789,0,693,0,0,96,n1-custom,4,8.00," Node #12",0,HDD,4,,,,8.00,,,,,,201.00,demo.google.com,Cluster-c473761
VM-122655,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2003 (64-bit),292,0,287,0,0,5,n1-custom,2,2.00," Node #1",0,HDD,1,,,,1.00,,,,,,10.00,demo.google.com,Cluster-c473761
VM-2235405,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),717,0,693,0,0,24,n1-custom,4,8.00," Node #13",0,HDD,4,,,,8.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-134599,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),151,132,0,0,0,19,e2-medium,1,4.00,,0,HDD,1,,,,2.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-316838,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),133,132,0,0,0,1,e2-medium,1,4.00,,0,HDD,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-2444132,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #6",0,HDD,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-1764253,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),980,0,932,0,0,48,n1-custom,4,16.00," Node #12",0,HDD,4,,,,16.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-651445,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),325,0,287,0,0,38,n1-custom,2,2.00," Node #11",0,HDD,1,,,,2.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1084859,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2456,0,1864,0,0,592,n1-custom,8,32.00," Node #4",0,SSD,8,100,14,4,32.00,100,6785,6772,361,1137,290.00,demo.google.com,Cluster-c473761
VM-163500,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),801,0,705,0,0,96,n1-custom,2,16.00," Node #13",0,HDD,2,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-3300877,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1344,0,1148,0,0,196,n1-custom,8,8.00," Node #8",0,HDD,8,,,,8.00,,,,,,408.38,demo.google.com,Cluster-c473761
VM-3004731,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2706,0,2296,0,0,410,n1-custom,16,16.00," Node #2",0,SSD,16,48,9,5,16.00,100,956,956,914,1912,201.00,demo.google.com,Cluster-c473761
VM-3188801,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),775,0,693,0,0,82,n1-custom,4,8.00," Node #9",0,SSD,4,82,8,7,8.00,100,1332,1286,110,2459,40.00,demo.google.com,Cluster-c473761
VM-125422,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),672,0,466,0,0,206,n1-custom,2,8.00," Node #10",0,SSD,2,100,60,3,8.00,100,653,434,653,716,101.00,demo.google.com,Cluster-c473761
VM-841035,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1843,0,705,0,0,1138,n1-custom,2,16.00," Node #6",0,HDD,2,,,,15.99,,,,,,2370.50,demo.google.com,Cluster-c473761
VM-1043082,PoweredOn;PowerOn/Win2008R2,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2848,0,1685,0,0,1163,n1-custom,8,26.00," Node #3",0,SSD,8,100,69,55,26.00,100,2263,2085,1156,2661,570.00,demo.google.com,Cluster-c473761
VM-3300551,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),2198,132,0,0,0,2066,e2-medium,1,4.00,,0,SSD,1,100,97,71,3.00,86,975,810,586,344,1012.53,demo.google.com,Cluster-c473761
VM-2186160,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),722,0,693,0,0,29,n1-custom,4,8.00," Node #7",0,HDD,4,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-383335,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),770,0,693,0,0,77,n1-custom,4,8.00," Node #5",0,HDD,4,,,,8.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-1800798,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #6",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2644041,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),2075,0,1626,0,0,449,n1-custom,8,24.00," Node #1",0,SSD,8,85,26,17,24.00,100,3297,2283,3297,1689,220.00,demo.google.com,Cluster-c473761
VM-1991523,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1162,0,693,0,0,469,n1-custom,4,8.00," Node #3",0,SSD,4,100,28,16,8.00,100,2741,2733,1426,2439,230.00,demo.google.com,Cluster-c473761
VM-113687,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),373,0,287,0,0,86,n1-custom,2,2.00," Node #1",0,HDD,2,,,,2.00,,,,,,180.00,demo.google.com,Cluster-c344303
VM-127072,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),746,0,693,0,0,53,n1-custom,4,8.00," Node #4",0,HDD,4,,,,8.00,,,,,,110.00,demo.google.com,Cluster-c473761
VM-1220472,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #11",0,HDD,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-122309,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1202,0,1159,0,0,43,n1-custom,6,16.00," Node #8",0,HDD,6,,,,16.00,,,,,,90.00,demo.google.com,Cluster-c473761
VM-515883,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),753,0,705,0,0,48,n1-custom,2,16.00," Node #9",0,HDD,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-306002,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1483,0,1387,0,0,96,n1-custom,8,16.00," Node #10",0,HDD,8,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-288636,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),765,0,693,0,0,72,n1-custom,4,8.00," Node #1",0,HDD,4,,,,8.00,,,,,,151.00,demo.google.com,Cluster-c473761
VM-3296345,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1011,0,705,0,0,306,n1-custom,2,16.00," Node #7",0,SSD,2,100,75,50,16.00,100,1748,1747,940,739,150.00,demo.google.com,Cluster-c473761
VM-1543064,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),133,132,0,0,0,1,e2-medium,1,4.00,,0,HDD,1,,,,0.25,,,,,,2.00,demo.google.com,Cluster-c862031
VM-454929,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),395,0,347,0,0,48,n1-custom,2,4.00," Node #4",0,HDD,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1518278,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1240,0,1148,0,0,92,n1-custom,8,8.00," Node #2",0,SSD,8,31,10,5,8.00,78,107,104,52,2208,45.00,demo.google.com,Cluster-c473761
VM-427167,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),385,0,347,0,0,38,n1-custom,2,4.00," Node #12",0,HDD,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-718579,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1984,0,1864,0,0,120,n1-custom,8,32.00," Node #1",0,HDD,8,,,,32.00,,,,,,251.00,demo.google.com,Cluster-c473761
VM-2600452,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3731,0,3683,0,0,48,n1-custom,24,32.00," Node #11",0,HDD,24,,,,32.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-466101,PoweredOn,Powered Off,FreeBSD (64-bit),205,195,0,0,0,10,e2-highcpu-2,2,2.00,,0,HDD,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-641245,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #5",0,HDD,4,,,,8.00,,,,,,99.87,demo.google.com,Cluster-c473761
VM-122980,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),331,0,317,0,0,14,n1-custom,2,3.00," Node #6",0,HDD,1,,,,3.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-122651,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),653,0,347,0,0,306,n1-custom,2,4.00," Node #13",0,SSD,2,100,25,10,4.00,100,1366,1361,1112,1113,150.00,demo.google.com,Cluster-c473761
VM-160783,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),999,0,693,0,0,306,n1-custom,4,8.00," Node #7",0,SSD,4,50,22,3,8.00,100,635,451,629,3619,150.00,demo.google.com,Cluster-c473761
VM-1145593,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1042,0,980,0,0,62,n1-custom,6,10.00," Node #9",0,HDD,6,,,,10.00,,,,,,130.00,demo.google.com,Cluster-c472963
VM-3296907,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),568,0,466,0,0,102,n1-custom,2,8.00," Node #10",0,SSD,2,97,49,2,8.00,98,985,848,980,1472,50.00,demo.google.com,Cluster-c473761
VM-454931,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),395,0,347,0,0,48,n1-custom,2,4.00," Node #8",0,HDD,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1972858,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1014,0,932,0,0,82,n1-custom,4,16.00," Node #5",0,SSD,4,100,4,2,16.00,100,999,963,823,1177,40.00,demo.google.com,Cluster-c473761
VM-1295378_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),739,0,585,0,0,154,n1-custom,2,12.00," Node #7",0,HDD,2,,,,12.00,,,,,,320.00,demo.google.com,Cluster-c472963
VM-775041,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1196,0,1148,0,0,48,n1-custom,8,8.00," Node #9",0,HDD,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c472963
VM-729998,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1576,0,1148,0,0,428,n1-custom,8,8.00," Node #8",0,SSD,8,27,10,3,8.00,100,894,434,890,306,210.00,demo.google.com,Cluster-c472963
VM-3053071,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),815,0,693,0,0,122,n1-custom,4,8.00," Node #13",0,HDD,4,,,,8.00,,,,,,254.00,demo.google.com,Cluster-c473761
VM-3166088,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3090,0,3035,0,0,55,n1-custom,12,56.00," Node #10",0,HDD,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-123047,PoweredOn,Powered Off,Microsoft Windows Server 2008 (64-bit),1456,0,1182,0,0,274,n1-custom,2,32.00," Node #2",0,HDD,2,,,,32.00,,,,,,570.00,demo.google.com,Cluster-c473761
VM-444,PoweredOn,Powered Off,Microsoft Windows Server 2003 Standard (32-bit),501,0,347,0,0,154,n1-custom,2,4.00," Node #10",0,HDD,1,,,,4.00,,,,,,320.00,demo.google.com,Cluster-c473761
VM-3298938,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),898,0,693,0,0,205,n1-custom,4,8.00," Node #12",0,SSD,4,70,31,7,8.00,100,1903,1613,1899,291,100.50,demo.google.com,Cluster-c473761
VM-123052,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),639,0,466,0,0,173,n1-custom,2,8.00," Node #11",0,HDD,2,,,,8.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-1540025,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4763,0,2365,0,0,2398,n1-custom,4,64.00," Node #9",0,HDD,4,,,,64.00,,,,,,4995.00,demo.google.com,Cluster-c862031
VM-2859256,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),316,0,287,0,0,29,n1-custom,2,2.00," Node #10",0,HDD,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c344303
